POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE
polyPhOx,Oestradiol,,20.0,4.64167,interpolated
polyPhOx,Oestradiol,8.2,25.0,5.341,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,,33.33333,5.786,interpolated
polyPhOx,Oestradiol,,41.66667,6.231,interpolated
polyPhOx,Oestradiol,8.2,50.0,6.676,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,,66.66667,14.304,interpolated
polyPhOx,Oestradiol,,83.33333,21.932,interpolated
polyPhOx,Oestradiol,8.2,100.0,29.56,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,,133.33333,38.52667,interpolated
polyPhOx,Oestradiol,,166.66667,47.49333,interpolated
polyPhOx,Oestradiol,8.2,200.0,56.46,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,8.2,10.0,0.1347,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,,15.0,0.1416,interpolated
polyPhOx,Pyramidone,,20.0,0.1485,interpolated
polyPhOx,Pyramidone,8.2,25.0,0.1554,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,,33.33333,0.15887,interpolated
polyPhOx,Pyramidone,,41.66667,0.16233,interpolated
polyPhOx,Pyramidone,8.2,50.0,0.1658,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,,66.66667,0.2418,interpolated
polyPhOx,Pyramidone,,83.33333,0.3178,interpolated
polyPhOx,Pyramidone,8.2,100.0,0.3938,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,,133.33333,0.53543,interpolated
polyPhOx,Pyramidone,,166.66667,0.67707,interpolated
polyPhOx,Pyramidone,8.2,200.0,0.8187,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyethylene,atorvastatin,7.8,0.5,0.0691,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,carbamazepine,7.8,0.5,0.0837,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,fluoxetine,7.8,0.5,0.362,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,ketamine,7.8,0.5,0.0809,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,propranolol,7.8,0.5,0.186,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethyleneimine,Congo red,6.0,300.0,105.0,https://link.springer.com/article/10.1007/s13369-023-08604-z
polyethyleneimine,Congo red,,375.0,70.7,interpolated
polyethyleneimine,Congo red,,450.0,36.4,interpolated
polyethyleneimine,Congo red,6.0,525.0,2.1,https://link.springer.com/article/10.1007/s13369-023-08604-z
polyethyleneimine,Congo red,,583.33333,2.33333,interpolated
polyethyleneimine,Congo red,,641.66667,2.56667,interpolated
polyethyleneimine,Congo red,6.0,700.0,2.8,https://link.springer.com/article/10.1007/s13369-023-08604-z
polyethyleneimine,Congo red,,933.33333,3.73333,interpolated
polyethyleneimine,Congo red,,1166.66667,4.66667,interpolated
polyethyleneimine,Congo red,6.0,1400.0,5.6,https://link.springer.com/article/10.1007/s13369-023-08604-z
