PSMILES,num_hbond_donors_sum_fullpolymerfeaturizer,num_hbond_acceptors_sum_fullpolymerfeaturizer,num_rotatable_bonds_sum_fullpolymerfeaturizer,num_rings_sum_fullpolymerfeaturizer,num_non_aromatic_rings_sum_fullpolymerfeaturizer,num_aromatic_rings_sum_fullpolymerfeaturizer,num_atoms_sum_fullpolymerfeaturizer,topological_surface_area_sum_fullpolymerfeaturizer,fraction_bicyclic_rings_sum_fullpolymerfeaturizer,num_aliphatic_heterocycles_sum_fullpolymerfeaturizer,slogp_vsa1_sum_fullpolymerfeaturizer,balaban_j_index_sum_fullpolymerfeaturizer,molecular_weight_sum_fullpolymerfeaturizer,sp3_carbon_count_sum_fullpolymerfeaturizer,sp2_carbon_count_sum_fullpolymerfeaturizer,max_estate_index_sum_fullpolymerfeaturizer,smr_vsa5_sum_fullpolymerfeaturizer,fp_density_morgan1_sum_fullpolymerfeaturizer,total_halogens_sum_fullpolymerfeaturizer,fluorine_count_sum_fullpolymerfeaturizer,chlorine_count_sum_fullpolymerfeaturizer,bromine_count_sum_fullpolymerfeaturizer,iodine_count_sum_fullpolymerfeaturizer,single_bonds_sum_fullpolymerfeaturizer,double_bonds_sum_fullpolymerfeaturizer,triple_bonds_sum_fullpolymerfeaturizer,bridging_rings_count_sum_fullpolymerfeaturizer,max_ring_size_sum_fullpolymerfeaturizer,heteroatom_count_sum_fullpolymerfeaturizer,heteroatom_density_sum_fullpolymerfeaturizer
*CCN(CF)c1ccc(*)cc1,0.0,1.0,4.0,1.0,0.0,1.0,13.0,3.24,0.0,0.0,10.966276799312087,2.729874915494075,151.07972754,4.0,7.0,12.600154478458052,6.923737199690624,1.4545454545454546,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,4.0,0.3076923076923077
*CN(*)c1ccc1,0.0,1.0,2.0,1.0,1.0,0.0,8.0,3.24,0.0,0.0,0.0,2.35837459457946,79.04219916,1.0,5.0,2.5694444444444446,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,4.0,3.0,0.375
*Oc1c(C)c(C)c(S(=O)/c2ccc(*)cc2OC)cc1,0.0,3.0,4.0,2.0,0.0,2.0,21.0,35.53,0.0,0.0,15.909757417102366,2.529174997843545,274.066365308,4.0,15.0,12.936331254724111,23.638441350416798,1.105263157894737,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,6.0,0.2857142857142857
*OC(=O)CCCCCOC(=O)O*,0.0,5.0,6.0,0.0,0.0,0.0,14.0,61.83,0.0,0.0,0.0,3.1381552197716123,174.05282342,5.0,7.0,10.742223907328976,25.683286491704038,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,7.0,0.5
*C(=O)/C(*)=O,0.0,2.0,1.0,0.0,0.0,0.0,6.0,34.14,0.0,0.0,0.0,3.5677034550432034,55.989829240000006,0.0,4.0,9.967592592592592,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.6666666666666666
*CCCOC(=O)Nc1ccc(C(*)=O)cc1OC,1.0,4.0,6.0,1.0,0.0,1.0,19.0,64.63,0.0,0.0,10.05365155780638,2.720252864196301,235.084457896,4.0,13.0,11.551157407407407,13.344558822616634,1.5294117647058822,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,7.0,0.3684210526315789
*NC(=O)OCc1ccc(O*)c(C)ccc1,1.0,3.0,3.0,1.0,1.0,0.0,17.0,47.56,0.0,0.0,5.733667477162185,2.715005060252312,205.073893212,2.0,13.0,11.016676797262114,6.923737199690624,1.6,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,8.0,6.0,0.35294117647058826
*CCC(*)(C)CC,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.373381552563661,84.093900384,6.0,0.0,2.4809722222222224,39.53076089108528,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.25
*c1ccc(/C=C/c2c(*)cc2)cc1,0.0,0.0,2.0,2.0,1.0,1.0,14.0,0.0,0.0,0.0,6.06636706846161,2.1109397489275756,152.062600256,0.0,12.0,2.263168461829176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,2.0,0.14285714285714285
*C(=O)CC(C)(C)CCO*,0.0,2.0,5.0,0.0,0.0,0.0,11.0,26.3,0.0,0.0,0.0,3.6952549816499474,128.083729624,7.0,2.0,10.908442460317461,26.689117645233267,1.8888888888888888,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,4.0,0.36363636363636365
*CCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)NCCCCCCCCCCN1C(=C/C(*)=O)c1,2.0,4.0,41.0,1.0,1.0,0.0,52.0,78.28,0.0,1.0,10.633577208012662,1.6910483479720435,699.627793452,39.0,11.0,12.12612935069582,225.23167237917505,0.48,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,3.0,8.0,0.15384615384615385
*CCCCNC(=O)CC*,1.0,1.0,6.0,0.0,0.0,0.0,11.0,29.1,0.0,0.0,5.316788604006331,3.040425665876032,127.099714036,6.0,3.0,10.950717120181405,33.10993926815928,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,4.0,0.36363636363636365
*NC(=O)c1ccc(C(=O)OCCCCCCCCCCCc2ccc(*)cc2)cc1,1.0,3.0,14.0,2.0,0.0,2.0,31.0,55.400000000000006,0.0,0.0,11.800034545623795,1.4156089516028745,393.230393852,11.0,18.0,12.053508761636902,64.20821622926012,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,6.0,6.0,0.1935483870967742
*C(=C)c1ccc(S(=O)(=O)Oc2ccc(*)c(F)c2)cc1,0.0,3.0,4.0,2.0,0.0,2.0,21.0,43.370000000000005,0.0,0.0,10.249452501111318,2.287765329786338,276.02564336800003,2.0,17.0,13.48352073611814,4.895483475517775,1.263157894736842,1.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,6.0,7.0,0.3333333333333333
*CC(O)CCC(=O)NCCCCCCCCCCCCCCCCCC(=O)N*,3.0,3.0,22.0,0.0,0.0,0.0,30.0,78.43,0.0,0.0,11.050456081168516,3.1434658154856416,396.335193268,22.0,6.0,11.64338577871907,128.60249280010714,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,7.0,0.23333333333333334
*O[Si](*)(C)O,1.0,2.0,1.0,0.0,0.0,0.0,6.0,29.46,0.0,0.0,0.0,3.168489872670569,75.998055898,4.0,0.0,8.916666666666668,6.5470113536810866,2.75,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.8333333333333334
*CC(C)OC(=O)CNC(=O)NCCCC(C)COC(=O)NCC(C)CN=C(C)C(=O)O*,3.0,8.0,15.0,0.0,0.0,0.0,33.0,144.42,0.0,0.0,15.950365812018994,3.8636732462347085,442.24274942799997,15.0,16.0,11.84234686666241,53.56429563205343,1.096774193548387,0.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,13.0,0.3939393939393939
*OC(=O)NCCCCC(=O)OC(=O)OCCCCCCCNC(=O)N*,3.0,7.0,13.0,0.0,0.0,0.0,27.0,132.06,0.0,0.0,16.367244685174846,3.4326492870794922,359.1692501400001,11.0,14.0,11.45636039250737,51.36657298340809,0.88,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,12.0,0.4444444444444444
*OC(=O)OCCCCCOc1ccc(C(=O)CCCCCCCCC(=O)CCCCCCC(C2(*)O)cc2)cc1,1.0,7.0,24.0,2.0,1.0,1.0,41.0,99.13000000000001,0.0,0.0,4.736862953800049,1.37811478153568,542.3243538119999,22.0,17.0,12.483732139684008,115.25793397749051,0.7948717948717948,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,6.0,9.0,0.21951219512195122
*Oc1cccc(C(=O)NCC(O*)CS(C)(C)C)c1,1.0,3.0,7.0,1.0,0.0,1.0,20.0,47.56,0.0,0.0,10.423315998847038,2.567173670781402,269.108564468,7.0,10.0,12.124209656084656,6.103966387748303,1.5,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,6.0,7.0,0.35
*c1ccc(OC(=O)CCCCCCCCCCCCCCCCCCCC(=O)C=C/C(=O)O*)cc1CCCCSC,0.0,6.0,28.0,1.0,0.0,1.0,43.0,69.67,0.0,0.0,10.803230022261658,1.8743153399856491,586.369195828,25.0,16.0,12.31115414206965,141.25807570437226,0.7317073170731707,0.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,6.0,8.0,0.18604651162790697
*CCCCCCCCCCCCCCCCCCCNC(=O)C(=O)Oc1ccc(C(=O)CCCCCCCCC(CCCCCC)(CC)C(=O)O*)cc1,1.0,6.0,37.0,1.0,0.0,1.0,55.0,98.77,0.0,0.0,10.05365155780638,2.0911299856204733,739.5750891839999,36.0,17.0,12.722750953263322,219.81668190977828,0.6037735849056604,0.0,0.0,0.0,0.0,0.0,45.0,4.0,0.0,0.0,6.0,9.0,0.16363636363636364
*c1ccc(C(=O)c2ccc(*)cc2)cc1,0.0,1.0,2.0,2.0,0.0,2.0,16.0,17.07,0.0,0.0,12.13273413692322,2.3156276954086836,180.057514876,0.0,14.0,12.109712773998488,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,3.0,0.1875
*CCCCCCCCCCCCN(C)C(=O)NCC(*)=O,1.0,2.0,14.0,0.0,0.0,0.0,22.0,49.410000000000004,0.0,0.0,5.316788604006331,3.3085295582339826,282.2307282,14.0,6.0,11.654886836725208,71.13195342895074,0.95,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,6.0,0.2727272727272727
*CS(*)(Cl)C(=O)S(C)(C)F,0.0,1.0,1.0,0.0,0.0,0.0,11.0,17.07,0.0,0.0,0.0,4.4975656797147,189.968912776,5.0,2.0,13.203078703703703,0.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,7.0,0.6363636363636364
*OC/C(*)=O,0.0,2.0,2.0,0.0,0.0,0.0,6.0,26.3,0.0,0.0,0.0,2.831257109931365,58.005479304000005,2.0,2.0,10.069861111111111,0.0,2.75,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.6666666666666666
*CCCCOc1sc(*)cc1C,0.0,2.0,5.0,1.0,0.0,1.0,13.0,9.23,0.0,1.0,10.116925724265965,2.318301529430329,168.060886004,5.0,6.0,5.745972222222222,26.689117645233267,1.7272727272727273,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,4.0,0.3076923076923077
*CCCCCCCCCCCCCCNC(=O)O*,1.0,2.0,14.0,0.0,0.0,0.0,20.0,38.33,0.0,0.0,5.316788604006331,2.9733874326069434,255.219829168,14.0,4.0,10.86256670544557,83.97359667480276,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,5.0,0.25
*CC(*)c1ccc(C(C)(C)OC#N)cc1,0.0,2.0,4.0,1.0,0.0,1.0,16.0,33.019999999999996,0.0,0.0,0.0,2.909849201988885,187.099714036,5.0,7.0,8.590117455562982,32.79308403298157,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,6.0,4.0,0.25
*NC(=O)CCCC(=O)N*,2.0,2.0,4.0,0.0,0.0,0.0,11.0,58.2,0.0,0.0,11.46733495432437,3.2703753945873237,128.058577496,3.0,6.0,10.71692932728647,19.26246486877803,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,6.0,0.5454545454545454
*CCCCCCCC*,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.6476048489438337,112.12520051199999,8.0,0.0,1.6311728395061729,52.372404136937305,0.625,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.2
*CCCCOC(=O)C*,0.0,2.0,5.0,0.0,0.0,0.0,10.0,26.3,0.0,0.0,0.0,2.9617756061821483,114.06807956,5.0,3.0,10.630856009070294,26.689117645233267,1.625,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,0.4
*C#CCOC(=O)N=CCCCOC(=O)c1ccc(O*)cc1,0.0,5.0,7.0,1.0,0.0,1.0,23.0,74.19000000000001,0.0,0.0,5.106527394840706,2.1904574651793074,287.07937251600003,4.0,15.0,11.768997759182437,12.841643245852019,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,6.0,8.0,0.34782608695652173
*OCCNCC(=O)c1ccc(C)c(*)c1,1.0,3.0,6.0,1.0,0.0,1.0,16.0,38.33,0.0,0.0,11.383155672467941,2.4956378920796323,191.094628656,6.0,8.0,11.811432350718064,6.923737199690624,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,5.0,0.3125
*OC(=O)CCCCCC(=O)NCCCNC(=O)N*,3.0,4.0,10.0,0.0,0.0,0.0,20.0,96.53,0.0,0.0,16.367244685174846,3.32837048959684,257.137556088,8.0,10.0,11.467013731418493,38.524929737556064,1.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,9.0,0.45
*CCOCCO*,0.0,2.0,5.0,0.0,0.0,0.0,8.0,18.46,0.0,0.0,0.0,2.53006045688352,88.052429496,6.0,0.0,5.200694444444444,6.923737199690624,1.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.5
*CC(*)O[Si](C)(C)c1ccccc1,0.0,1.0,4.0,1.0,0.0,1.0,14.0,9.23,0.0,0.0,5.186725645687458,2.749839315458928,178.08139159799998,6.0,6.0,6.285509259259259,26.624641871565714,1.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,4.0,0.2857142857142857
*CCCCCCCCCCCCCCCCCCCC(=O)O*,0.0,2.0,19.0,0.0,0.0,0.0,24.0,26.3,0.0,0.0,0.0,2.989461330653366,310.287180456,19.0,3.0,11.025988413287525,122.49852641235884,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,4.0,0.16666666666666666
*c1ccc(OCCCCCCCCCCCCSCCCCCCNC(=O)O*)c(OC)c1,1.0,5.0,22.0,1.0,0.0,1.0,34.0,56.790000000000006,0.0,0.0,20.856881580068038,1.7550060387910056,465.29127985599996,20.0,12.0,10.984717904594609,89.89150272096417,0.875,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,6.0,8.0,0.23529411764705882
*Oc1ccc(NC(=O)c2ccc(-c3ccc(CC(*)=O)cc3)C2=O)cc1,1.0,4.0,6.0,3.0,1.0,2.0,27.0,72.47,0.0,0.0,10.423315998847038,1.671939899309223,331.084457896,1.0,24.0,12.647497800836996,6.4208216229260096,1.04,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,6.0,7.0,0.25925925925925924
*CC(*)(C)C(=O)OCC([2H])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,2.0,11.0,0.0,0.0,0.0,37.0,26.3,0.0,0.0,0.0,6.68485379257229,551.029964202,31.0,3.0,14.023683035714285,73.54711017436013,0.7647058823529411,18.0,18.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,23.0,0.6216216216216216
*CC(O)CNC(=O)O*,2.0,3.0,3.0,0.0,0.0,0.0,10.0,58.56,0.0,0.0,5.316788604006331,3.2581847008164337,117.042593084,4.0,4.0,10.47064342403628,13.027703587438927,2.25,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0,0.6
*CC(C#N)C(=O)COC(=O)C(*)=O,0.0,5.0,5.0,0.0,0.0,0.0,14.0,84.22999999999999,0.0,0.0,0.0,4.035680579544304,167.02185764,3.0,7.0,11.181754535147391,6.923737199690624,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,7.0,0.5
*CCCCCNC(=O)c1ccc(O*)c(N(C)CC)c1,1.0,3.0,9.0,1.0,0.0,1.0,21.0,41.57,0.0,0.0,15.323225729697516,2.6730508731909164,262.168127944,8.0,11.0,12.197669831821617,33.10993926815928,1.4736842105263157,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,6.0,6.0,0.2857142857142857
*Oc1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,0.0,2.0,4.0,2.0,0.0,2.0,20.0,26.3,0.0,0.0,5.106527394840706,2.3438180315011925,238.099379688,3.0,15.0,11.450013452094705,19.26246486877803,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,4.0,0.2
*CCOC(=O)c1ccc(C(=O)Oc2ccc(*)cc2)cc1,0.0,4.0,5.0,2.0,0.0,2.0,22.0,52.60000000000001,0.0,0.0,10.803230022261658,2.0138308149053032,268.073558864,2.0,18.0,12.037686660331412,6.923737199690624,0.95,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,6.0,6.0,0.2727272727272727
*/C=C/C(\C)(*)c1ccccc1,0.0,0.0,2.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.973912195704303,130.07825032,2.0,8.0,2.446759259259259,12.841643245852017,1.5,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,2.0,0.16666666666666666
*Nc1ccc(C[Te](*)COC(=O)c2ccc(OC)cc2)cc1,1.0,4.0,7.0,2.0,0.0,2.0,23.0,47.56,0.0,0.0,10.470530430962235,1.820871874336678,400.019242772,4.0,17.0,12.075318055685695,4.468764629492488,1.2380952380952381,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.0,7.0,0.30434782608695654
*CC(*)(C)C(C)(C)C,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.1447263667447585,98.109550448,7.0,0.0,2.5,40.53659204461451,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222
*/C=C/C(*)(F)C(F)(F)C(F)(F)F,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.031406708139257,176.006069384,9.0,2.0,12.958819444444444,18.270503081048343,1.0909090909090908,6.0,6.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,8.0,0.6153846153846154
*c1ccc(OCCCCCCOc2ccc(*)cc2)cc1,0.0,2.0,9.0,2.0,0.0,2.0,22.0,18.46,0.0,0.0,21.606460044523317,1.4721091337127663,268.14632988,6.0,14.0,5.7504900629283195,25.683286491704038,0.6,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,4.0,0.18181818181818182
*OC(=O)O*,0.0,3.0,0.0,0.0,0.0,0.0,6.0,35.53,0.0,0.0,0.0,2.9881608821342693,59.984743859999995,0.0,4.0,9.86111111111111,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.8333333333333334
*C(=O)Nc1ccc(C/C(=O)OCCCCCCCCCO*)cc1,1.0,4.0,13.0,1.0,0.0,1.0,25.0,64.63000000000001,0.0,0.0,5.316788604006331,2.04053937845408,319.17835828,11.0,12.0,11.822026807531998,51.36657298340809,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,6.0,7.0,0.28
*CC(*)(C)C(=O)Nc1ccc(C#N)cc1,1.0,2.0,3.0,1.0,0.0,1.0,16.0,52.89,0.0,0.0,5.316788604006331,2.7462623542990525,186.07931294,3.0,9.0,11.946085049760647,19.76538044554264,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,6.0,5.0,0.3125
*c1ccc([Si](*)(C)SCCCCCCCC)cc1,0.0,1.0,9.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,11.25309271414907,2.249360561698644,264.136798298,11.0,6.0,2.617051288107836,51.99567829092777,1.1176470588235294,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,4.0,0.21052631578947367
*CCCCCCCCNC(=O)CCCCCCCCC(=O)O*,1.0,3.0,17.0,0.0,0.0,0.0,24.0,55.400000000000006,0.0,0.0,5.316788604006331,3.1958738514779403,311.24604391599996,16.0,6.0,11.710674126297043,96.81523992065479,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,6.0,0.25
*CCCCCCCNC(=O)CCCCCCCCCCCCCCCC(=O)N*,2.0,2.0,23.0,0.0,0.0,0.0,30.0,58.2,0.0,0.0,11.050456081168516,3.1478926592779573,394.355928712,22.0,6.0,11.822394875624655,135.34016965821087,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,6.0,0.2
*CC(*)C(=O)OCC(F)(C)C(=O)OCCCCCCCCCCCCCCCC,0.0,4.0,20.0,0.0,0.0,0.0,30.0,52.60000000000001,0.0,0.0,0.0,3.540768694367337,400.298888012,22.0,6.0,14.37661295618295,122.75229576170773,0.8928571428571429,1.0,1.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,7.0,0.23333333333333334
